head,relation,tail
user_neendkineed,posted,POST_145
user_netineti24,posted,POST_77
user_nikitamohanan2,posted,POST_140
user_nocontextwcric,posted,POST_86
user_onecric_,posted,POST_25
user_organicfighting,posted,POST_147
user_oxygen18_,posted,POST_165
user_oxygen18_,posted,POST_173
user_oxygen18_,posted,POST_176
user_panwar_1802,posted,POST_135
user_pawa_1008,posted,POST_50
user_phoenix_2828282,posted,POST_15
user_prajapat33953,posted,POST_95
user_prakashpra70336,posted,POST_99
user_punjkpunj2,posted,POST_96
user_raghavrawat8,posted,POST_167
user_raghavrawat8,posted,POST_174
user_rahulku19220927,posted,POST_11
user_rajeshguwahati,posted,POST_22
user_rajusin49624831,posted,POST_169
user_randsnewsfeed,posted,POST_91
user_ravaldines64477,posted,POST_54
user_ravis_take,posted,POST_144
user_republic_sports,posted,POST_70
user_rishabh750581,posted,POST_172
user_rjfanofficial,posted,POST_101
user_saif_uddin_tips,posted,POST_112
user_sajjad657,posted,POST_115
user_sakalmedianews,posted,POST_31
user_sakalsports,posted,POST_29
user_samjudit,posted,POST_102
user_samsoncentral,posted,POST_143
user_sarvjeet_jamwal,posted,POST_123
user_saynotolibrandu,posted,POST_134
user_scherazadems,posted,POST_100
user_shaheenhive,posted,POST_159
user_shailendrah,posted,POST_118
user_shailendrah,posted,POST_120
user_shaistakha12426,posted,POST_166
user_shoaibt87,posted,POST_130
user_shroffanant,posted,POST_103
user_sound264,posted,POST_119
user_sports_tak,posted,POST_80
user_sportsriddlers,posted,POST_35
user_sriramhere,posted,POST_28
user_ssiddiqui210,posted,POST_107
user_sunny_mahajan97,posted,POST_113
user_swajeet2311,posted,POST_151
user_syedsigma,posted,POST_126
user_talhaontrade,posted,POST_170
user_theaustoday,posted,POST_6
user_thecricketermag,posted,POST_10
user_thecricketermag,posted,POST_49
user_thecricketermag,posted,POST_5
user_thepunterspage,posted,POST_34
user_thewesaltv,posted,POST_9
user_thezaurus_,posted,POST_7
user_timesofsports,posted,POST_40
user_tsf_com,posted,POST_12
user_tv9malayalam,posted,POST_74
user_tv9marathi,posted,POST_67
user_umarwar91888843,posted,POST_129
user_unfitered_media,posted,POST_73
user_vishalk57122687,posted,POST_175
user_vishavj24049960,posted,POST_142
user_vtvgujarati,posted,POST_14
user_vyshakhpillai,posted,POST_122
user_waze05,posted,POST_132
user_wmpltournament,posted,POST_32
user_wmpltournament,posted,POST_45
user_womencrickethq,posted,POST_42
user_yogeshgoswami_,posted,POST_65
user_yogeshvbala,posted,POST_109
user_yogkumardev,posted,POST_2
user_zeetamilnews,posted,POST_110
